"Id","Name","Aka","Type","Clan","Adv","Group","Capacity","Disciplines","Card Text","Set","Title","Banned","Artist"
"201407","Una","","Vampire","Gangrel antitribu","","3","9","dem ANI FOR PRE PRO","Sabbat Archbishop of Dublin: Combat cards requiring Fortitude [for] cost Una 1 fewer blood.","Gehenna:U, 25th:1, Promo-20200511","archbishop","","Christopher Shy"
"201408","Uncle George","","Vampire","Malkavian antitribu","","3","5","aus dom obf DEM","Sabbat.","CE:V, Third:PM, BSC:X","","","Ken Meyer, Jr."
"201409","Undele","","Vampire","Ishtarri","","5","9","obf pre ser CEL FOR","Laibon magaji: Undele may call a referendum to move two minion cards from your ash heap to your hand as a +1 stealth political action (discard afterward).","EK:U","magaji","","Pat Loboyko"
"201410","Unmada","","Vampire","Malkavian","","5","10","cel for AUS DEM OBF VIC","Camarilla Malkavian Justicar: While Unmada is ready, you get +1 discard phase action at the start of your discard phase, and +1 hand size.","KoT:V/A2","justicar","","Heather V. Kreiter"
"201411","unnamed, The","","Vampire","Baali","","6","10","CEL DAI OBF PRE PRO","Independent: The unnamed can burn 1 blood to strike: 2R aggravated damage. You can gain 2 pool after it successfully bleeds. Infernal.","HttB:U/A2","","","Samuel Araya"
"201412","Unre, Keeper of Golgotha","","Vampire","Harbinger of Skulls","","2","9","dom ser thn AUS FOR NEC","Sabbat bishop: If a minion opposing Unre in combat is burned, put a trap counter on her. Unre gets +1 intercept for each trap counter she has. +1 bleed.","BL:U1","bishop","","Christopher Shy"
"201413","Ur-Shulgi, The Shepherd","","Vampire","Assamite","","2","11","aus CEL DOM OBF QUI THA","Independent. 2 votes (titled): If Ur-Shulgi is ready during your unlock phase, you can search your library for a card named /Tajdid/, reveal it, and move it to your hand. Blood cursed. +1 bleed.","FN:R, POD:DTC","2 votes","","Christopher Shy"
"201414","Urenna Bunu","","Vampire","Guruhi","","4","4","ani pot pre","Laibon.","LoB:U","","","Jim Pavelec"
"201415","Uriah Winter","","Vampire","Caitiff","","1","1","for pot","Camarilla: If your prey has more pool than you do at the beginning of your unlock phase, he or she takes control of Uriah during your unlock phase.","Jyhad:V, VTES:V, Tenth:B","","","Doug Gregory"
"201416","Uriel","","Vampire","Salubri antitribu","","4","8","ani obe AUS FOR VAL","Sabbat bishop: In combat, the controller of the minion opposing Uriel plays with an open hand.","HttB:U/B2/PSal2","bishop","","Justin Norman"
"201417","Urraca","","Vampire","Brujah antitribu","","4","7","pre ANI CEL POT","Sabbat bishop: While you control the Edge, Urraca gets +1 bleed.","Third:PB2","bishop","","Abrar Ajmal"
"201418","Uta Kovacs","","Vampire","Tremere antitribu","","4","8","ser AUS DOM THA","Sabbat: Uta can enter combat with a minion controlled by another Methuselah as a (D) action. Cards that require Thaumaturgy [tha] cost her 1 less blood.","Third:PTr2","","","John Bridges"
"201419","Uzoma","","Vampire","Osebo","","4","5","aus cel vic POT","Laibon.","LoB:U/PO2","","","Rik Martin"
"201420","Vaclav Petalengro","","Vampire","Ravnos","","2","6","for pot ANI CHI","Independent: Vaclav gets +1 intercept against Gangrel.","DS:V, FN:PR, POD:DTC","","","Anson Maddocks"
"201421","Valerius Maior, Hell's Fool","","Vampire","Tremere","","4","7","nec pre AUS DAI DOM THA","Camarilla. Red List: If Valerius strikes with a strike that requires Thaumaturgy [tha], he gains an optional additional strike {(limited)}, only usable to strike with a strike that requires Thaumaturgy. Infernal.","KMW:U/PB","","","Ken Meyer, Jr."
"201422","Valerius Maior, Hell's Fool","","Vampire","Tremere antitribu","Advanced","4","7","nec pre AUS DAI DOM THA","Advanced, Sabbat. Red List: If Valerius attempts to block, the acting minion cannot play action modifier or combat cards that require Chimerstry [chi] or Obfuscate [obf]. Infernal.
[MERGED] Independent: Valerius becomes non-infernal and non-Red List as he merges. While merged, his capacity is reduced by 2.","KMW:U/PB","","","Ken Meyer, Jr."
"201614","Valeriya Zinovieva","","Vampire","Brujah","","6","7","cel pre pro POT","Anarch Baron of Moscow: +1 strength.","V5A:PB1","baron","","Ken Meyer, Jr."
"201423","Valkyrie","","Vampire","Gangrel","","3","4","for pre pro","Independent: Valkyrie cannot perform directed actions unless /Brunhilde/ is ready. Non-unique. +1 strength.","TU:C/A4, Anthology:4","","","Ginés Quiñonero; María Lorén"
"201424","Valois Sang, The Watcher","","Vampire","Tremere","","3","6","nec tha AUS DOM","Camarilla.","CE:V, BSC:X","","","Christopher Shy"
"201425","Vanessa","","Vampire","Ventrue antitribu","","2","6","aus pre DOM FOR","Sabbat.","Sabbat:V, SW:PV","","","Max Shade Fellwalker"
"201426","Vardar Vardarian","","Vampire","Assamite","","4","6","cel pre OBF QUI","Independent: Followers of Set get -1 strength in combat with Vardar. Blood cursed.","KMW:U, POD:DTC","","","Steve Ellis"
"201427","Vasantasena","","Vampire","Malkavian antitribu","","2","9","dom pot AUS DEM OBF","Sabbat: Vasantasena gets +1 stealth when bleeding a Methuselah who does not control a ready titled vampire. +1 bleed.","Sabbat:V, SW:U","","","Alan Rabinowitz"
"201428","Vasilis, The Traitor of Don Cruez","","Vampire","Brujah","","2","2","pre","Camarilla: If Vasilis is ready, all Giovanni get +1 bleed when bleeding a Methuselah who controls a ready Brujah.","AH:V3, CE:PB","","","Anson Maddocks"
"201429","Vasiliy Vasilevich","","Vampire","Ravnos","","5","8","for pro ANI CHI","Independent: Vasiliy can unlock after successfully bleeding your prey. +1 bleed.","LotN:U, POD:DTC","","","Leif Jones"
"201430","Vasily","","Vampire","Toreador","","5","6","aus pre ser CEL","Camarilla Prince of Prague: Contesting a title costs Vasily 1 additional blood unless you have the Edge.","KoT:V/B1, FB:PTo1","prince","","Mike Gaydos"
"201431","Vassily Taltos","","Vampire","Ravnos","","4","6","aus cel chi dom for obf","Independent: Vassily can burn a hunting ground or a card named /Blood Doll/ as a (D) action.","LotN:PR2, POD:DTC","","","Andrew Trabbold"
"201432","Vedel Esbreno","","Vampire","Ravnos","","2","3","chi for","Independent.","FN:U2, POD:DTC","","","Christopher Shy"
"201433","Veejay Vinod","","Vampire","Nagaraja","","6","3","AUS","Independent: During an action, Veejay can burn 2 blood to get +1 stealth. Scarce.","HttB:U/A2","","","Juan Calle"
"201434","Velya, The Flayer","","Vampire","Tzimisce","","3","9","for ANI AUS PRE VIC","Sabbat cardinal: Once each combat, you may discard a card that requires Auspex [aus] to give Velya a press.","Anarchs:U2","cardinal","","Jim Nelson"
"201435","Venere Carboni","","Vampire","Toreador antitribu","","3","8","ani AUS CEL PRE","Sabbat priscus: If Venere is in torpor during your unlock phase, he may burn 1 blood to move to your ready region.","BH:PTo","priscus","","Kent Williams"
"201436","Verbruch","","Vampire","Gargoyle","","5","5","for POT VIS","Camarilla: As Verbruch enters play, you can search your crypt for {a} Tremere, reveal them, and move them to your uncontrolled region. Flight [FLIGHT]. Tremere slave.","LK:2","","","Ginés Quiñonero"
"201437","Vestgeir","","Vampire","Ravnos","","6","10","ANI CHI FOR PRE THA","Sabbat priscus: Vestgeir can play a political action card from another Methuselah's ash heap as if it were in your hand; when that card would be burned, instead remove it from the game. +1 bleed.","TU:C/A2","priscus","","Francesc Grimalt"
"201438","Victor Donaldson","","Vampire","Ventrue","","5","6","for pre DOM","Camarilla Prince of Atlanta: If a /Golconda: Inner Peace/ you play is canceled, you can move that card from your ash heap to your library (shuffle afterward).","KoT:V/B2, FB:PV1","prince","","Matt Smith"
"201439","Victor Gerard","","Vampire","Toreador","","2","7","cel dom for obf AUS PRE","Anarch: You and Victor can play cards requiring a Camarilla vampire as if Victor were a Camarilla vampire. While Victor is a Baron, you and Victor can play cards requiring a Prince as if Victor were a Prince.","AU:C/2","","","Gábor Németh"
"201440","Victor Pelletier","","Vampire","Ventrue","","4","5","cel dom for PRE","Camarilla: When Victor enters play, you may pay 1 pool to make him a primogen, 2 pool to make him Prince of Paris, or 3 pool to make him Ventrue Justicar. If Victor's title would be contested, he immediately yields instead of contesting.","Promo-20060417","","","Matt Mitchell"
"201441","Victor Revell, Loyalist","","Vampire","Toreador antitribu","","2","5","aus dem pre CEL","Sabbat.","Sabbat:V, SW:U","","","Karl Waller"
"201442","Victor Tolliver","","Vampire","Brujah antitribu","","2","4","pot CEL","Sabbat.","SW:PB","","","Lawrence Snelly"
"201443","Victoria","","Vampire","Malkavian","","2","5","cel obf AUS","Camarilla: During your master phase, you may burn the Edge to gain 2 pool if Victoria is ready.","DS:V, CE:PM","","","Drew Tucker"
"201444","Victoria Ash","","Vampire","Toreador","","2","6","aus cel dom PRE","Camarilla primogen: Victoria can lock a younger ready vampire as a +1 stealth (D) action.","FN:U, CE:PTo","primogen","","John Van Fleet"
"201619","Victoria Ash","","Vampire","Toreador","","7","6","aus cel dom PRE","Camarilla: While Victoria is ready, you can discard 1 card during a bleed action to give an acting Assamite +1 bleed. +1 bleed.","Promo-20211015","","","Carmen Cornet"
"201445","Victorine Lafourcade","","Vampire","Ventrue","","3","8","tha DOM FOR PRE","Camarilla Prince of Atlanta: When a vampire of capacity 4 or less is bleeding you, you may burn the Edge to cause the action to fail. Victorine gets an optional press each combat.","CE:V, BSC:X","prince","","Christopher Shy"
"201446","Vidal Jarbeaux","","Vampire","Toreador","","5","8","aus cel obf pot PRE","Camarilla: Vidal can meet the clan, sect, or non-infernal vampire trait (e.g., {Black Hand}) requirement to play any card. He can meet a given requirement only once each game. +1 bleed.","KoT:V","","","Mike Gaydos"
"201447","Viktor, The Night General","","Vampire","Gangrel","","5","9","obf ANI CEL PRE PRO","Independent: +1 stealth.","KoT:V/A2","","","Mathias Tapia"
"201448","Vincent Day, Paladin and Paragon","","Vampire","Ventrue antitribu","","2","5","aus dom for pot tha","Sabbat: When you burn the Edge for a vote, you gain an additional vote.","SW:PV","","","Christopher Shy"
"201449","Violet Tremain","","Vampire","Tzimisce","","2","6","dom pre tha vic","Sabbat bishop: If Violet successfully inflicts at least 2 hand damage to an opposing vampire in a combat, reduce that vampire's capacity by 1 at the end of combat. (A vampire's capacity cannot be reduced below 1).","Sabbat:V, SW:PT","bishop","","Pete Venters"
"201450","Violette Prentiss","","Vampire","Ventrue","","1","4","dom PRE","Camarilla.","Jyhad:V, VTES:V, Tenth:B","","","Steve Casper"
"201451","Virgil","","Vampire","Malkavian antitribu","","2","8","cel AUS DEM OBF","Sabbat bishop: Virgil may steal a retainer from any minion as a (D) action. He may steal all of the life from a retainer he has as a +1 stealth action.","Sabbat:V, BH:PM","bishop","","Drew Tucker"
"201452","Virginie, Prodigy","","Vampire","Lasombra","","4","6","obt DOM POT","Sabbat bishop: During an action, Virginie can burn 1 blood to get +1 bleed.","Third:V, HttB:PKia, POD:DTC","bishop","","Ken Meyer, Jr."
"201453","Viri","","Vampire","Blood Brother","","6","3","san vic","Sabbat: While /Zizi/ is in your ready region, Viri gets +1 strength. Budapest circle. Sterile.","LK:2","","","Noora Hirvonen"
"201454","Virstania, The Great Mother","","Vampire","Tremere","","3","7","dom pre vic AUS THA","Camarilla: If Virstania is ready, any ready slave Gargoyle may remove his or her slave status and become an Independent vampire as a +1 stealth action, and non-slave Gargoyles can bleed at +1 bleed as a (D) action that costs a blood.","CE:V, BSC:X","","","Ken Meyer, Jr."
"201455","Vittorio Giovanni","","Vampire","Giovanni","","2","5","dom for nec pot","Independent.","DS:V, FN:PG, POD:DTC","","","Pete Venters"
"201615","Vivian VI","","Vampire","Follower of Set","","6","7","obf tha PRE PRO","Anarch Baron of Johannesburg.","V5A:PMin1","baron","","Marta Ruiz Anguera"
"201456","Vlad Tepes","","Vampire","Tzimisce","","3","10","aus ANI DOM PRO THA VIC","Independent: Vlad uses and can play cards requiring a title or a sect as if he had that required title or were of that required sect. +1 bleed.","Promo-20150215, Promo-20210701","","","Ginés Quiñonero"
"201457","Vliam Andor","","Vampire","Gangrel","","1","2","ani","Camarilla.","Jyhad:V, VTES:V, Tenth:A","","","Ken Meyer, Jr."
"201458","Volker, The Puppet Prince","","Vampire","Brujah","","2","5","pot CEL","Camarilla Prince of Frankfurt: Volker cannot attempt to block primogen.","DS:V, CE:PB","prince","","Anson Maddocks"
"201459","Volo","","Vampire","Blood Brother","","5","4","pro san POT","Sabbat: Volo gets -1 stealth when hunting. Kiev circle. Sterile.","HttB:U/A2","","","Nicolas Bigot"
"201460","Vulture","","Vampire","Gangrel","","2","7","for pre ANI POT PRO","Anarch: Once each turn, an Anarch you control can unlock after successfully equipping with a vehicle from your hand.","AU:C/2","","","Riccardo Fabiani"
"201461","Wah Chun-Yuen","","Vampire","Brujah antitribu","","3","5","cel dom pre POT","Sabbat. Black Hand.","BH:U2","","","Jeff Holt"
"201462","Walker Grimes","","Vampire","Caitiff","","5","1","ani","Camarilla: Master cards targeting Walker cost you 1 additional pool.","KoT:V/B1","","","Kari Christensen"
"201463","Wamukota","","Vampire","Ravnos","","4","9","aus ANI CHI FOR PRE","Laibon: If another Laibon you control is blocked while equipping, recruiting, or employing, you can lock Wamukota before block resolution to lock the blocking minion and have that Laibon continue the action as if unblocked. +1 bleed.","LoB:U, POD:DTC","","","Jeff Holt"
"201594","Warmaksan","","Vampire","Assamite","","6","5","cel obf THA","Camarilla Prince of Algiers.","V5A:PBh2","prince","","Clint Langley"
"201464","Watenda","","Vampire","Malkavian","","2","3","obf","Camarilla: Once each combat, Watenda can cancel the effect of a combat card the opposing minion plays by burning an amount of blood equal to the blood or pool cost of the card. If the card is a strike card, the opposing minion chooses a new strike.","AH:V3, CE:PM","","","Terese Nielsen"
"201573","Wauneka","","Vampire","Nosferatu","","6","5","ani aus obf POT","Camarilla.","V5:PN1","","","Mirko Falloni"
"201465","Weirich Waldburg","","Vampire","Ventrue","","3","8","cel DOM FOR PRE","Camarilla: While Weirich is ready, primogen you control get +1 stealth.","Anthology:LARP1","","","Riccardo Fabiani"
"201466","Wendy Wade","","Vampire","Tzimisce","","2","3","ani aus","Sabbat.","Sabbat:V, SW:U","","","Christopher Rush"
"201467","White Lily","","Vampire","Malkavian antitribu","","4","8","cel dom for DEM OBF","Sabbat. Black Hand: Once per combat, before range is determined, White Lily may equip with a weapon from your hand. (Pay cost as normal.)","Promo-20060710, Third:PM","","","Lawrence Snelly"
"201468","Wilhelm Waldburg","","Vampire","Ventrue","","2","9","aus cel DOM FOR PRE","Camarilla Prince of Berlin: If Wilhelm's title is contested, the cost of contesting is increased by 1 blood for the other vampire(s).","DS:V, CE:PV","prince","","Doug Gregory"
"201469","William Biltmore","","Vampire","Malkavian","","3","9","dom AUS DEM OBF THA","Camarilla: Once each action, William can burn 1 blood to get +1 stealth. +1 bleed.","CE:V/PM, BSC:X","","","Peter Bergting"
"201470","William Thorbecke","","Vampire","Tremere","","5","10","AUS DOM PRE PRO THA","Camarilla primogen: During your discard phase, William can burn 2 blood to unlock a minion you control.","KoT:V/B1","primogen","","Trevor Claxton"
"201471","Winterlich","","Vampire","Kiasyd","","6","7","aus dom for MYT OBT","Sabbat: Winterlich can recruit a changeling ally as if he met the requirements of playing that card. While he is ready, changelings cost you 1 fewer pool.","Promo-20150212, TU:A1/B1","","","Ken Meyer, Jr."
"201472","Wise Frog","","Vampire","Assamite","","6","5","aus cel qui OBF","Camarilla: Wise Frog strikes with first strike in combat with a younger vampire. Blood cursed.","TU:C/A2","","","Jarkko Suvela"
